"priority","key","english","portuguese","do_not_translate","notes"
"6","settings.fieldDay.needExchange","<b>Set your Class + Section to start operating.</b> Field Day mode is on, but the station won't enter Field Day until both are filled in below.","","<b> | Field Day",""
"6","settings.fieldDay.event.label","Event","","","One-word control on: Settings ▸ Field Day. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"6","settings.fieldDay.event.aria","Field Day event","","Field Day",""
"6","settings.fieldDay.event.hint","Which event you're operating in — affects scoring labels and export headers.","","",""
"6","settings.fieldDay.class.label","FD Class","","",""
"6","settings.fieldDay.class.hint","Number of transmitters + class letter: A=club/group portable, B=1–2 person portable, C=mobile, D=home (mains power), E=home (emergency power), F=EOC. E.g. 3A = 3 transmitters, club portable.","","",""
"6","settings.fieldDay.category.label","WFD Category","","",""
"6","settings.fieldDay.category.hint","Transmitters + location: H=Home, I=Indoor, M=Mobile, O=Outdoor (e.g. 2O = 2 transmitters, outdoor).","","",""
"6","settings.fieldDay.section.label","ARRL Section","","ARRL",""
"6","settings.fieldDay.section.invalid","“{{section}}” isn't a known ARRL/RAC section — pick one from the list.","","{{section}} | ARRL | RAC | ARRL/RAC",""
"6","settings.fieldDay.section.hint","Your ARRL / RAC section (e.g. WI, ENY, ONN). Start typing the code or a state name and pick from the list — validated against all {{count}} sections. Required for the Cabrillo log.","","{{count}} | Cabrillo | ARRL | RAC",""
"6","settings.fieldDay.power.label","Power multiplier","","",""
"6","settings.fieldDay.power.aria","Field Day power multiplier","","Field Day",""
"6","settings.fieldDay.power.qrp.label","×5 QRP / battery","","QRP",""
"6","settings.fieldDay.power.qrp.hint","Runs entirely on battery or other natural power, ≤5W output","","",""
"6","settings.fieldDay.power.hundred.label","×2 ≤100W","","",""
"6","settings.fieldDay.power.hundred.hint","100W or less from any power source","","",""
"6","settings.fieldDay.power.high.label","×1 >100W","","",""
"6","settings.fieldDay.power.high.hint","Over 100W — commercial/generator power","","",""
"6","settings.fieldDay.power.hint","Multiplies your QSO points. QRP/battery = ×5 (ARRL bonus for going off-grid). Choose before the event.","","ARRL | QRP | QSO",""
"6","settings.fdRules.update.action","Check for rules updates","","",""
"6","settings.fdRules.update.busy","Checking…","","","One-word control on: Settings ▸ Field Day rules. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"6","settings.fdRules.update.done","Rules data downloaded — applies at next launch (data {{date}}).","","{{date}}",""
"6","settings.fdRules.update.current","Rules data is already current (data {{date}}).","","{{date}}",""
"6","settings.fdRules.update.failed","Rules update failed: {{detail}}","","{{detail}}",""
"6","settings.fdRules.status","{{year}} rules · data {{date}}","","{{year}} | {{date}}",""
"6","settings.fdRules.pending","Update downloaded (data {{date}}) — applies at next launch.","","{{date}}",""
"6","settings.fdRules.stale","Rules data is from {{year}} — check for updates before the event.","","{{year}}",""
"6","settings.fdRules.empty","Built-in rules data active.","","",""
"6","settings.fdRules.hint","Scoring parameters, event windows, bonuses and sections for both Field Day events. Checked on demand; a downloaded update applies at the next launch.","","Field Day",""
"6","settings.fdWho.legend","Who's who at this event","","",""
"6","settings.fdWho.note","Three names, three different jobs — the club call goes on the air, the position is which tent you are sitting in, and the operator is whoever is at the key right now. Changing one of them here changes it everywhere in Nexus: the callsign and the operator are the same two boxes the Station tab holds.","","Nexus",""
"6","settings.fdWho.call.label","Callsign on the air","","",""
"6","settings.fdWho.call.hint","The call that goes on the air and onto every contact you log — at a club event that is the club's call, the same one at every position on site.","","",""
"6","settings.fdWho.position.label","Position name","","",""
"6","settings.fdWho.position.placeholder","CW tent","","CW",""
"6","settings.fdWho.position.hint","Which tent, trailer or table this station is — it names you on the club band board so everyone can see which position is on which band, and it never goes on the air.","","",""
"6","settings.fdWho.operator.label","Operator at the key","","","Short label on: Settings ▸ Field Day operators. The same English text ""Operator at the key"" is used by 2 different keys (e.g. settings.station.fdOperator.label) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"6","settings.fdWho.operator.placeholder","blank = the callsign above","","",""
"6","settings.fdWho.operator.hint","Whoever is running this position right now — change it every time someone takes the seat, and their contacts are stamped with it (ADIF OPERATOR) so the club can split the log by operator afterwards.","","ADIF",""
"6","settings.fdClub.legend","Field Day Club Sync","","Field Day",""
"6","settings.fdClub.host.label","Host a club event","","",""
"6","settings.fdClub.host.hint","Merges every position's contacts into one club log on this PC — and opens a port on your local network (the only time Nexus listens beyond this computer).","","Nexus",""
"6","settings.fdClub.host.note","Positions on this network can now find and join this event. There is no join password — a club site LAN is trusted, and anyone on it could add rows to the club log, which you will see. If this PC dies, enable hosting on any other position: everyone re-joins and nothing is lost.","","",""
"6","settings.fdClub.host.aria.enable","Enable club event hosting","","",""
"6","settings.fdClub.host.aria.disable","Disable club event hosting","","",""
"6","settings.fdClub.eventName.label","Event name","","",""
"6","settings.fdClub.eventName.placeholder","W9ABC Field Day","","Field Day",""
"6","settings.fdClub.eventName.hint","Shown to joining positions and in discovery.","","",""
"6","settings.fdClub.hostPort.label","Host port","","",""
"6","settings.fdClub.hostPort.hint","TCP port for the club sync (default 42073).","","TCP",""
"6","settings.fdClub.join.label","Join event at","","",""
"6","settings.fdClub.join.hint","host:port of the club host — use Find club events, or type it from the host's screen.","","",""
"6","settings.fdClub.join.hostingHint","Hosting — this position joins its own event automatically.","","",""
"6","settings.fdClub.discover.action","Find club events","","",""
"6","settings.fdClub.discover.busy","Listening…","","","One-word control on: Settings ▸ Field Day club board. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"6","settings.fdClub.discover.empty","Nothing heard in 2 s — same network? Some Wi-Fi blocks discovery; type the host address instead.","","",""
"6","settings.fdClub.discover.pick.label","{{event}} — {{host}}","","{{event}} | {{host}}",""
"6","settings.fdClub.discover.pick.title","Use {{host}} as the join address","","{{host}}",""
"6","settings.fdBoard.label","Spectator scoreboard","","",""
"6","settings.fdBoard.hint","Serves a read-only scoreboard page for a TV or projector on this network — nothing to install on the TV, and viewers can only look. The first enable may pop a Windows Firewall prompt; allow it or viewers see nothing.","","",""
"6","settings.fdBoard.aria.enable","Enable the spectator scoreboard","","",""
"6","settings.fdBoard.aria.disable","Disable the spectator scoreboard","","",""
"6","settings.fdBoard.port.label","Board port","","",""
"6","settings.fdBoard.port.hint","TCP port the scoreboard page is served on (default 7373).","","TCP",""
"6","settings.fdBoard.url.label","On the TV, open","","",""
"6","settings.fdBoard.url.copy","Copy","","","Short label on: Settings ▸ Field Day board. The same English text ""Copy"" is used by 3 different keys (e.g. settings.connectWeb.url.copy, settings.transmit.share.copy.action) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"6","settings.fdBoard.url.pending","Starting up — save settings, then this row shows the address.","","",""
"6","settings.fdBoard.hostOnly","Live data appears when this position hosts the club event; otherwise the page points viewers to the host.","","",""
"6","settings.satellites.vfoMap.failed","Could not confirm the VFO mapping","","VFO",""
"6","settings.workingFreq.reset.confirm.title","Clear all working-frequency overrides?","","",""
"6","settings.workingFreq.reset.confirm.body","The stock WSJT-X frequency table is restored.","","WSJT-X",""
"6","settings.workingFreq.reset.confirm.action","Clear overrides","","",""
"6","settings.routing.rules.failed","Could not save the routing rules","","",""
"6","settings.routing.intro","<b>Route by band AND mode</b> — band coverage above sends a whole band to one radio. Add rules here when TWO radios share a band and the MODE decides which one: 2 m FT8 to the digital rig, 2 m FM and APRS to the FM rig. Rules are checked top to bottom and the FIRST match wins; anything no rule matches falls back to band coverage, then to the default radio.","","<b> | APRS | FT8 | FM",""
"6","settings.routing.empty","No rules — routing is by band only (today's behavior).","","",""
"6","settings.routing.rule.mode.aria","Rule {{n}} mode","","{{n}}",""
"6","settings.routing.rule.mode.any","Any mode","","",""
"6","settings.routing.rule.satellite","Satellite","","","Short label on: Settings ▸ Audio routing. The same English text ""Satellite"" is used by 3 different keys (e.g. sat.dome.readout.satellite, memories.kind.satellite) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"6","settings.routing.rule.satellite.title","Satellite passes only: picking a transponder checks Satellite rules before the mode rules, so the FM & APRS rule can keep terrestrial packet while satellites go to the sat rig. Terrestrial tunes never match this rule.","","APRS | FM",""
"6","settings.routing.rule.radio.aria","Rule {{n}} radio","","{{n}}",""
"6","settings.routing.rule.up.title","Check this rule earlier (first match wins)","","",""
"6","settings.routing.rule.up.aria","Move rule {{n}} up","","{{n}}",""
"6","settings.routing.rule.down.title","Check this rule later","","",""
"6","settings.routing.rule.down.aria","Move rule {{n}} down","","{{n}}",""
"6","settings.routing.rule.remove.aria","Remove rule {{n}}","","{{n}}",""
"6","settings.routing.rule.summary","{{bands}} · {{mode}} → {{radio}}","","{{bands}} | {{mode}} | {{radio}}",""
"6","settings.routing.rule.summary.anyBand","Any band","","",""
"6","settings.routing.rule.summary.anyMode","any mode","","",""
"6","settings.routing.rule.summary.radio","Radio {{id}}","","{{id}}",""
"6","settings.routing.add.action","+ Add routing rule","","",""
"6","settings.routing.default.label","Everything else","","",""
"6","settings.routing.default.aria","Default radio","","",""
"6","settings.routing.default.stay","Stay on the current radio","","",""
"6","settings.routing.test.label","Test a band + mode","","",""
"6","settings.routing.test.band.aria","Test band","","",""
"6","settings.routing.test.mode.aria","Test mode","","",""
"6","settings.routing.test.action","Where would this go?","","",""
"6","settings.routing.test.result","{{band}} {{mode}} → <b>{{radio}}</b>","","{{band}} | {{mode}} | {{radio}} | <b>",""
"6","settings.rigControl.legend","Rig & CAT","","CAT",""
"6","settings.rigControl.ptt.label","PTT Method","","PTT",""
"6","settings.rigControl.ptt.hint","How transmit is keyed.","","",""
"6","settings.rigControl.ptt.cat","CAT (via rigctld)","","rigctld | CAT",""
"6","settings.rigControl.ptt.rts","Serial RTS","","",""
"6","settings.rigControl.ptt.dtr","Serial DTR","","",""
"6","settings.rigControl.ptt.vox","VOX (no keying)","","VOX",""
"6","settings.rigControl.pttPort.label","PTT Serial Port","","PTT",""
"6","settings.rigControl.pttPort.placeholder","e.g. {{example}} — blank = use the CAT port","","{{example}} | CAT",""
"6","settings.rigControl.pttPort.hint","COM port your RTS/DTR keying line is on — e.g. an SO2R controller (u2R/MK2R) that routes PTT on its own port, separate from CAT. Leave blank if keying shares the CAT port, which is how a single-cable interface like a Digirig Mobile is wired; CAT keeps working either way. <b>Per radio</b>: each rig on an SO2R box has its own keying port, and this one follows the radio you switch to.","","<b> | CAT | PTT | RTS/DTR",""
"6","settings.rigControl.catRts.label","Interface keys RTS on the CAT port","","CAT",""
"6","settings.rigControl.catRts.hint","Tick this if your interface keys the radio from the CAT port’s RTS line — a Digirig Mobile and most other one-cable interfaces are wired this way. Nexus then holds RTS down, instead of leaving it up where it puts some rigs into transmit the moment the port opens. <b>If your radio transmits as soon as Nexus starts, this is the setting.</b> Leave it off if a plain serial cable goes straight to the radio: the radio may be using that line for flow control, and taking it away can cost you CAT.","","<b> | Nexus | CAT",""
"6","settings.rigControl.detect.label","Zero-config setup","","",""
"6","settings.rigControl.detect.action","Detect my radio","","",""
"6","settings.rigControl.detect.scanning","Scanning…","","","One-word control on: Settings ▸ Rig control. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"6","settings.rigControl.detect.use","Use this","","",""
"6","settings.rigControl.detect.hint","One scan for everything: USB radios (fills model, port, sound device) AND FlexRadios on the network (fills the SmartSDR CAT config). Review, then Save.","","SmartSDR | CAT | USB",""
"6","settings.rigControl.detect.flex.name","{{radio}} — network","","{{radio}}",""
"6","settings.rigControl.detect.flex.meta","{{ip}} · via SmartSDR CAT on this PC (slice A, TCP 5002)","","{{ip}} | SmartSDR | CAT | TCP",""
"6","settings.rigControl.detect.unknownRadio","Unknown radio","","",""
"6","settings.rigControl.detect.civ.isCiv"," · CI-V port — use this one","","CI-V",""
"6","settings.rigControl.detect.civ.notCiv"," · second port, not CI-V","","CI-V",""
"6","settings.rigControl.detect.interface","This is an interface cable, not a radio — pick your rig in <em>Rig Model</em> below. {{note}}","","{{note}} | <em>","Quotes another control by name: ""Rig Model"" is the on-screen text of settings.rigControl.rigModel.label. Translate the quote and that control exactly the same way, or the hint points at a menu entry that no longer exists."
"6","settings.rigControl.detect.noModel","⚠ Found the port but not the exact model — normal when the rig sits behind a generic USB bridge chip that reports only its own name (common on Icom, Yaesu, Kenwood, Elecraft, and Xiegu). Pick your rig in <em>Rig Model</em> below, or click <em>Auto-test</em> (it tries the common rigs to find the right port + baud for you).","","<em> | Elecraft | Kenwood | Xiegu | Yaesu | Icom | USB","Quotes another control by name: ""Rig Model"" is the on-screen text of settings.rigControl.rigModel.label. Translate the quote and that control exactly the same way, or the hint points at a menu entry that no longer exists."
"6","settings.rigControl.detect.driverLink","driver ↗","","",""
"6","settings.rigControl.rigModel.label","Rig Model","","",""
"6","settings.rigControl.rigModel.filter.placeholder","Find a rig — type a name or model number","","",""
"6","settings.rigControl.rigModel.filter.aria","Filter the rig model list","","",""
"6","settings.rigControl.rigModel.filter.none","No model matches — clear the box, or enter the model number directly.","","",""
"6","settings.rigControl.rigModel.filter.count::one","{{count}} model match.","","{{count}}","Plural form ""one"" — this key has one row per form (::one = exactly 1, ::other = every other count). Fill both rows separately; never merge them into one sentence."
"6","settings.rigControl.rigModel.filter.count::other","{{count}} models match.","","{{count}}","Plural form ""other"" — this key has one row per form (::one = exactly 1, ::other = every other count). Fill both rows separately; never merge them into one sentence."
"6","settings.rigControl.rigModel.none","— None —","","",""
"6","settings.rigControl.rigModel.number.placeholder","or enter model #","","",""
"6","settings.rigControl.rigModel.number.aria","Enter a Hamlib rig model number directly","","Hamlib",""
"6","settings.rigControl.rigModel.showAll.aria","Show all Hamlib rig models","","Hamlib",""
"6","settings.rigControl.rigModel.showAll.hint","Show all models{{loading}} — the list above defaults to ~50 curated common rigs; check this for the full Hamlib catalog.","","{{loading}} | Hamlib",""
"6","settings.rigControl.rigModel.showAll.loading"," (loading…)","","","One-word control on: Settings ▸ Rig control. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"6","settings.rigControl.rigModel.hint","Hamlib rig model. Not listed? Type its model number directly — Hamlib may still support it even without a friendly name here.","","Hamlib",""
"6","settings.rigControl.conn.label","Connection","","","One-word control on: Settings ▸ Rig control. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"6","settings.rigControl.conn.serial","Serial (USB / COM port)","","USB",""
"6","settings.rigControl.conn.network","Network (host:port — SDR software, or a remote rig)","","SDR",""
"6","settings.rigControl.conn.omnirig","OmniRig (the radio is set up in OmniRig)","","OmniRig",""
"6","settings.rigControl.conn.omnirig.unavailable","OmniRig — Windows only","","OmniRig",""
"6","settings.rigControl.conn.hint","Serial for a rig on a USB/COM port (most rigs, including Xiegu). Network for anything serving CAT over TCP: an SDR program on this PC (Thetis, PowerSDR, SmartSDR CAT, piHPSDR), or a remote rigctld. The <b>Rig Model</b> still picks which CAT dialect is spoken — for an SDR, choose the program you launched, not the board inside the radio. An Icom on its <b>LAN port</b> comes in this way too: Icom's network protocol is its own, so run wfview (or RS-BA1) against the radio and point Nexus at wfview's rigctld server with Rig Model <b>NET rigctl</b>.","","<b> | SmartSDR | rigctld | Nexus | Xiegu | Icom | CAT | SDR | TCP | USB | USB/COM | RS-BA1","Quotes another control by name: ""Rig Model"" is the on-screen text of settings.rigControl.rigModel.label. Translate the quote and that control exactly the same way, or the hint points at a menu entry that no longer exists."
"6","settings.rigControl.conn.omnirig.hint","<b>OmniRig</b> hands rig control to VE3NEA's OmniRig server, the one most Windows logging and contest programs already use. Set the radio up <em>in OmniRig</em> — rig type, COM port, baud — and Nexus talks to it there, so the Rig Model, Serial Port and Baud above are not used. {{availability}}","","{{availability}} | <b> | <em> | OmniRig | Nexus",""
"6","settings.rigControl.conn.omnirig.unavailable.why","It is greyed out here because OmniRig is a Windows program and this is not Windows.","","OmniRig",""
"6","settings.rigControl.conn.omnirig.install","Install and run OmniRig first; Nexus will not start without it.","","OmniRig | Nexus",""
"6","settings.rigControl.omnirig.label","OmniRig radio","","OmniRig",""
"6","settings.rigControl.omnirig.aria","OmniRig rig slot","","OmniRig",""
"6","settings.rigControl.omnirig.hint","Which of OmniRig's two radios this Nexus radio drives. OmniRig's own window labels them RIG 1 and RIG 2 — pick the one whose rig type matches this radio. A two-radio station can put one on each.","","OmniRig | Nexus",""
"6","settings.rigControl.netAddr.label","Network Address","","",""
"6","settings.rigControl.dax.action","⚡ Pair DAX audio ({{device}})","","{{device}} | DAX",""
"6","settings.rigControl.dax.title","SmartSDR's DAX virtual audio devices were detected — one click sets them as Nexus's audio in/out (bit-clean digital audio, no sound card)","","SmartSDR | Nexus | DAX",""
"6","settings.rigControl.dax.paired","DAX paired: {{input}} → in, {{output}} → out","","{{input}} | {{output}} | DAX",""
"6","settings.rigControl.netAddr.hint","host:port. For a Flex: the WSJT-X-proven path is the SmartSDR CAT app on THIS PC — its DEFAULT TCP port 5002 is directed at slice A, so 127.0.0.1:5002 with the FLEX-6xxx / 8xxx model works out of the box; audio rides DAX. Multi-slice: SmartSDR CAT's per-slice ports are B=60001, C=60002, D=60003 — Nexus drives ONE slice, so enter the port of the slice you run digital on. (Direct-to-radio :4992 needs Hamlib's experimental native model and failed on real hardware.) Other rigs: a remote rigctld's host:port with their normal model.","","SmartSDR | rigctld | Hamlib | WSJT-X | Nexus | CAT | DAX | TCP | 127.0.0.1",""
"6","settings.rigControl.netAddr.sdrPorts","Running an SDR program? Read the port out of the program, don't guess it: <b>Thetis</b> → Setup ▸ Serial/Network/Midi CAT ▸ <em>TCP/IP CAT Server</em> (its own box, factory 13013 — not the <em>TCI Server</em> box beside it, factory 50001; TCI is a different protocol and the Hamlib we ship has no backend for it, so pick a CAT profile such as ""Thetis"" and use the CAT server port); <b>SmartSDR CAT</b> → 5002; <b>piHPSDR</b> → 19090. Whatever it shows, type that.","","<b> | <em> | SmartSDR | Hamlib | CAT | SDR | TCP | TCP/IP",""
"6","settings.rigControl.serialPort.label","Serial Port","","",""
"6","settings.rigControl.serialPort.placeholder","Select or type, e.g. {{example}}","","{{example}}",""
"6","settings.rigControl.serialPort.refresh.action","Refresh","","","Short label on: Settings ▸ Rig control. The same English text ""Refresh"" is used by 3 different keys (e.g. ota.refresh.label, settings.audio.refresh.action) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"6","settings.rigControl.serialPort.refresh.title","Re-scan serial ports","","",""
"6","settings.rigControl.serialPort.autoTest.action","Auto-test","","","One-word control on: Settings ▸ Rig control. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"6","settings.rigControl.serialPort.autoTest.title","Probe each USB port (read-only — never transmits) and auto-select the one that drives your rig","","USB",""
"6","settings.rigControl.serialPort.hint.mac","Serial device (/dev/cu.…) for rig control — or Auto-test to find it.","","",""
"6","settings.rigControl.serialPort.hint.other","COM / serial device for rig control — or Auto-test to find it.","","",""
"6","settings.rigControl.serialPort.xiegu","<b>Xiegu:</b> the radio makes two serial ports — CAT is on the <b>SERIAL-B</b> one{{note}}.","","{{note}} | <b> | Xiegu | CAT | SERIAL-B",""
"6","settings.rigControl.serialPort.xiegu.comNumber"," (often the higher COM number)","","",""
"6","settings.rigControl.serialPort.icom.mac","<b>Icom:</b> this radio makes two /dev/cu.* ports and only one speaks CI-V — with the Silicon Labs VCP driver it is usually the first of the pair (plain <b>cu.SLAB_USBtoUART</b>; the dead twin gets a numeric suffix). The other one never answers.","","<b> | CI-V | Icom",""
"6","settings.rigControl.serialPort.icom.other","<b>Icom:</b> this radio makes two COM ports and only one speaks CI-V — in Device Manager it is the CP210x port marked <b>Enhanced</b> (Icom's driver: “Serial Port A (CI-V)”). The “Standard” / “Serial Port B” one never answers.","","<b> | CI-V | Icom",""
"6","settings.rigControl.baud.label","Baud","","","One-word control on: Settings ▸ Rig control. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"6","settings.rigControl.baud.hint","Serial baud rate — match your rig's CAT setting (most modern rigs: 38,400 or 115,200). Native Icom CI-V scope needs 115,200 here <em>and</em> on the rig.","","<em> | CI-V | Icom | CAT | 38,400 | 115,200",""
"6","settings.rigControl.split.label","Split operation","","",""
"6","settings.rigControl.split.none","None","","","Short label on: Settings ▸ Rig control. The same English text ""None"" is used by 4 different keys (e.g. memories.editor.tone.none, settings.amplifier.model.none, settings.rotator.model.none) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"6","settings.rigControl.split.rig","Rig","","","One-word control on: Settings ▸ Rig control. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"6","settings.rigControl.split.fakeit","Fake It","","",""
"6","settings.rigControl.split.hint","Keeps your transmitted audio between 1500–2000 Hz by shifting the TX dial in 500 Hz steps, so audio harmonics fall outside the transmit filter — cleaner signal. Rig = uses VFO B split. Fake It = retunes the VFO around each over (works on any CAT rig). None = stock WSJT-X default, transmits at the raw audio offset.","","WSJT-X | CAT | VFO | Hz | TX",""
"6","settings.rigControl.wheel.label","Wheel tuning sensitivity","","",""
"6","settings.rigControl.wheel.aria","Mouse-wheel tuning sensitivity","","",""
"6","settings.rigControl.wheel.hint","How far the dial moves per mouse-wheel notch. Lower it if a high-resolution or free-spin mouse tunes too far per flick; raise it to tune faster. Applies to the frequency readout and the Phone/CW scope wheel.","","CW",""
"6","settings.rigControl.advanced.title","Advanced","","","One-word control on: Settings ▸ Rig control. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"6","settings.rigControl.serialHandshake.label","Serial handshake","","",""
"6","settings.rigControl.serialHandshake.auto","Auto (recommended)","","","Short label on: Settings ▸ Rig control. The same English text ""Auto (recommended)"" is used by 2 different keys (e.g. settings.rigControl.pttLineState.auto) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"6","settings.rigControl.serialHandshake.none","None — no flow control","","",""
"6","settings.rigControl.serialHandshake.hardware","Hardware (RTS/CTS)","","RTS/CTS",""
"6","settings.rigControl.serialHandshake.xonxoff","XON/XOFF (software)","","XON/XOFF",""
"6","settings.rigControl.serialHandshake.hint","Tells Nexus what your cable actually does, instead of letting it guess. Leave it on Auto unless you have a rig that keys at launch — Auto changes nothing about how your station works today. If you change it and CAT stops working, put it back on Auto: on some rigs Hamlib quietly refuses the setting and then answers without ever having opened the radio, so you get a CAT light and a rig that ignores you.","","Hamlib | Nexus | CAT",""
"6","settings.rigControl.pttLineState.label","Keying line at startup","","",""
"6","settings.rigControl.pttLineState.auto","Auto (recommended)","","","Short label on: Settings ▸ Rig control. The same English text ""Auto (recommended)"" is used by 2 different keys (e.g. settings.rigControl.serialHandshake.auto) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"6","settings.rigControl.pttLineState.untouched","Never touch it","","",""
"6","settings.rigControl.pttLineState.low","Hold it low","","",""
"6","settings.rigControl.pttLineState.high","Hold it high","","",""
"6","settings.rigControl.pttLineState.hint","For the one fault this exists to fix: a rig that keys at launch, before you have touched anything. Leave it on Auto unless that is happening to you — Auto changes nothing about how your station works today. If you change it and CAT stops working, put it back on Auto. Only you can see whether the rig unkeys; nobody can test this from our end, so treat it as something to try on a rig you are watching.","","CAT",""
"6","settings.digital.tunePower.label","Tune power (%)","","",""
"6","settings.digital.tunePower.hint","The power a tune-up keys at — leave it empty and Nexus never touches your power, which is what it does today. It can only turn the rig DOWN, never up: it keys at whichever is lower, this or the power you are already running, so 50 % here while you run 25 % still tunes at 25 %. On a 100 W rig, 10 % is about 10 W — enough for an antenna tuner, kind to a loop.","","Nexus",""
"6","settings.rigControl.rigctldPort.label","rigctld TCP Port","","rigctld | TCP",""
"6","settings.rigControl.rigctldPort.hint","Port Nexus launches rigctld on.","","rigctld | Nexus",""
"6","settings.rigControl.plainSsb.label","Data modes use plain SSB","","SSB",""
"6","settings.rigControl.plainSsb.hint","<b>Leave this off unless you know you need it.</b> Nexus normally puts the radio in its DATA submode (DATA-U / USB-D / PKTUSB) for FT8, FT4, RTTY-AFSK and SSTV, because on most rigs that is the only mode where the USB codec reaches the transmitter. Turn this on and Nexus commands plain <b>USB/LSB</b> for those modes instead, and stays there — through band changes and when you call a station. Correct if your transmit audio goes in the <b>microphone</b> path, as with an interface wired to the mic jack (some RIGblaster models) — or if you simply prefer plain USB to the DATA submode (for its wider receive passband, say) and your rig is set to send its USB-codec audio in SSB, which on many modern rigs (FT-991A, IC-7300 and the like) is a single menu item. Either way the rig has to put the audio you're feeding onto the air in plain SSB: where it does not — the codec feeds only the data port and nothing carries in SSB — plain SSB takes audio from the mic and the radio transmits <b>no RF at all</b>, a red TX light and nothing on the air. <b>Per radio</b>, since it depends on how that rig is cabled and set. True FSK RTTY is unaffected — it keeps the rig's own RTTY mode.","","<b> | RIGblaster | DATA-U | PKTUSB | Nexus | USB-D | AFSK | DATA | RTTY | SSTV | FSK | FT4 | FT8 | LSB | SSB | USB | RF | TX | RTTY-AFSK | USB/LSB | FT-991A | IC-7300",""
"6","settings.rigControl.icomNative.label","Native Icom CI-V (early access)","","CI-V | Icom",""
"6","settings.rigControl.icomNative.hint","Nexus drives this Icom's CI-V directly instead of launching rigctld — unlocking the rig's real spectrum scope in the waterfall (""CI-V RF"") and instant dial tracking. The scope needs <b>115200 baud, set the same on BOTH the radio and Nexus</b>: (1) on the rig, Menu ▸ SET ▸ Connectors ▸ CI-V ▸ ""CI-V USB Baud Rate"" = <b>115200</b>; (2) on the rig, same menu, ""CI-V USB Port"" = ""Unlink from [REMOTE]""; (3) the <b>Baud</b> field above = <b>115200</b> to match. Below that the rig refuses to stream the scope (CAT still works; the panadapter just stays off). Save to apply; turn off any time to return to the classic Hamlib path.","","<b> | rigctld | Hamlib | Nexus | CI-V | Icom | CAT | USB | RF",""
"6","settings.rigControl.flexPan.label","Flex native panadapter (early access)","","",""
"6","settings.rigControl.flexPan.hint","Stream this FlexRadio's real SmartSDR panadapter (VITA-49 FFT) into the cockpit scope — the RF spectrum around your dial, with the Flex-pan span/ref controls. <b>Unverified on hardware</b>, so it's opt-in: needs the Flex IP set (from Find Radios) and SmartSDR reachable on this network. If the scope stays blank or the app hitches, turn it back off. Save to apply.","","<b> | FlexRadio | SmartSDR | RF | VITA-49",""
"6","settings.rigControl.flexAudio.label","Flex native DAX audio (early access)","","DAX",""
"6","settings.rigControl.flexAudio.hint","Carry this FlexRadio's audio straight over the network (VITA-49 DAX) instead of the ""DAX Audio RX"" / ""DAX TX"" sound devices — which are <b>invisible under Remote Desktop</b>. <b>Both directions:</b> the decoders read the rig's receive audio directly, and transmit audio goes out over DAX too, which disconnects the rig's microphone while this is on. Turning it off, switching radio or quitting Nexus puts the mic back. <b>Unverified on hardware</b>, opt-in: needs the Flex IP set and SmartSDR reachable. If decodes or transmit stop, turn it back off. Save to apply.","","<b> | FlexRadio | SmartSDR | Nexus | DAX | RX | TX | VITA-49",""
"6","settings.rigControl.civLog.label","CI-V bus diagnostic log","","CI-V",""
"6","settings.rigControl.civLog.failed","Could not toggle the CI-V diagnostic log","","CI-V",""
"6","settings.rigControl.civLog.recording","<b>Recording</b> to <code>{{path}}</code> — this keeps running while you're on other screens, so go to the FT8 or Phone cockpit and reproduce the issue (Tune or transmit) now. Come back and turn it off when done, then send that file. It shows exactly what's on the bus during the fault.","","{{path}} | <b> | <code> | FT8",""
"6","settings.rigControl.civLog.idle","Records every byte to/from the radio on the native CI-V path to a file in your Downloads — a support tool for hardware-only issues like the IC-9700 PTT flicker. Turn on, reproduce the problem, turn off, then send the file.","","CI-V | PTT | IC-9700",""
"6","settings.rigControl.flexIp.label","Flex radio IP (native panadapter + DAX)","","DAX",""
